temperature,humidity,rainfall,label
26.29,40.52,410.4,moong
26.19,75.27,230.1,cucumber
27.97,83.04,526.5,sunflower
17.8,61.72,248.5,peas
25.69,73.63,215.8,cucumber
27.28,77.37,611.5,cotton
25.91,62.29,783.5,soybean
30.44,79.57,1600.4,sugarcane
26.17,88.19,405.9,moong
26.12,68.64,399.3,okra
10.66,50.75,300.2,peas
21.45,40.69,527.3,sunflower
18.57,61.2,178.4,wheat
26.12,81.96,143.5,cucumber
29.88,59.72,762.3,jowar
13.99,84.9,193.4,potato
22.06,44.55,511.0,maize
28.04,61.24,373.6,bajra
32.46,80.21,504.2,moong
32.84,75.15,524.0,bajra
26.9,87.78,183.7,watermelon
31.2,84.48,145.9,cucumber
17.07,47.2,149.6,barley
21.53,48.74,228.6,mustard
31.76,67.22,583.4,bajra
29.94,40.88,966.0,arhar
25.51,68.34,948.6,cotton
24.04,83.52,559.7,sunflower
24.59,79.15,773.4,maize
29.38,44.49,813.2,soybean
20.49,83.64,198.9,barley
23.44,56.37,725.2,soybean
29.39,66.79,557.5,jowar
25.07,61.63,1042.1,rice
30.07,71.03,611.1,jowar
19.04,42.68,98.0,chickpea
23.97,51.12,885.5,maize
15.91,88.41,260.9,wheat
26.29,88.33,368.8,bajra
29.98,84.91,819.3,groundnut
19.92,65.7,286.7,chickpea
25.86,57.8,192.0,watermelon
20.41,61.36,198.6,mustard
25.6,89.35,684.6,maize
23.1,57.93,669.7,soybean
29.8,52.29,483.1,jowar
13.09,59.06,86.6,mustard
25.57,51.29,151.6,watermelon
11.12,52.43,209.9,peas
16.36,71.91,228.9,potato
17.6,60.34,235.4,chickpea
34.21,82.94,394.2,okra
28.45,69.16,475.3,sunflower
18.37,55.33,307.8,potato
24.18,78.67,484.7,okra
32.28,78.77,429.0,okra
31.83,50.43,632.7,cotton
15.78,47.48,124.7,chickpea
16.32,67.66,148.4,barley
27.6,40.01,239.0,cucumber
14.82,40.32,323.9,peas
24.08,74.74,240.1,mustard
16.5,40.71,217.6,barley
27.93,41.93,802.9,soybean
11.39,68.01,352.2,peas
22.65,67.71,323.1,sunflower
28.35,65.44,803.1,arhar
29.74,40.29,1605.3,rice
13.02,52.0,395.9,potato
25.86,71.28,444.3,sunflower
27.62,75.74,722.5,groundnut
32.05,60.11,183.7,watermelon
28.97,56.86,432.8,sunflower
25.84,52.32,973.2,rice
12.42,65.68,196.5,barley
34.1,76.24,543.7,okra
11.8,77.1,198.9,wheat
28.92,77.93,560.9,maize
21.38,40.8,654.8,arhar
29.0,79.56,578.0,sunflower
13.03,79.16,222.9,barley
27.6,84.9,799.5,maize
14.95,68.54,286.1,peas
26.84,71.48,662.8,maize
26.17,85.59,884.5,arhar
14.36,69.94,377.3,peas
21.57,83.06,405.5,sunflower
31.82,72.83,713.8,jowar
22.89,79.75,330.4,sunflower
25.61,75.13,99.3,watermelon
27.67,76.09,406.3,okra
29.56,70.76,701.9,jowar
27.81,55.25,583.1,moong
28.31,52.39,525.4,sunflower
30.4,47.47,783.1,cotton
30.82,84.58,50.2,watermelon
19.01,89.87,90.2,chickpea
31.96,72.8,131.9,cucumber
28.58,81.07,998.3,cotton
10.45,57.83,366.5,peas
26.99,40.94,603.5,cotton
24.05,65.95,248.7,mustard
15.89,57.39,364.5,potato
14.12,53.62,269.8,peas
27.15,55.44,489.4,moong
27.27,82.96,607.6,soybean
25.74,52.79,585.9,sunflower
17.53,56.53,185.3,potato
28.72,51.11,626.4,soybean
29.02,60.32,888.4,groundnut
14.95,55.22,160.4,peas
24.36,53.33,660.3,arhar
22.39,78.54,81.8,cucumber
29.54,51.25,735.8,okra
20.44,85.29,211.0,chickpea
24.57,71.54,928.0,cotton
27.05,79.76,1475.5,sugarcane
25.73,82.53,493.0,bajra
18.04,48.01,394.6,wheat
16.16,56.35,345.2,wheat
25.84,41.81,620.9,soybean
25.44,60.75,553.8,moong
25.3,66.66,711.6,arhar
26.93,50.7,958.4,cotton
22.14,71.18,461.9,sunflower
31.68,73.93,1234.1,sugarcane
28.79,44.94,216.1,cucumber
18.2,80.05,258.7,mustard
17.81,61.29,281.7,mustard
28.34,70.27,639.8,maize
24.75,68.53,524.9,maize
22.83,55.32,144.1,cucumber
28.99,40.5,475.8,moong
15.17,46.57,94.8,mustard
27.92,52.89,593.0,moong
27.39,54.9,223.7,cucumber
13.38,76.1,191.4,peas
25.63,83.86,641.4,soybean
12.21,41.2,143.7,barley
14.64,58.68,159.7,wheat
26.08,45.12,806.1,cotton
22.48,76.49,516.3,maize
27.58,65.69,521.9,bajra
24.65,84.99,1359.1,rice
29.43,46.41,418.6,bajra
23.1,84.68,739.4,soybean
19.9,88.5,253.3,chickpea
22.07,85.81,157.1,chickpea
26.87,73.77,729.1,soybean
27.46,56.06,1467.9,rice
25.94,67.07,840.5,maize
26.92,89.11,156.2,watermelon
25.25,70.28,1635.3,rice
29.91,81.08,1187.8,rice
17.81,62.46,281.2,mustard
29.27,82.19,689.3,jowar
19.4,64.51,170.4,barley
23.84,71.45,258.1,chickpea
27.94,48.27,835.5,soybean
34.41,81.65,473.7,moong
26.15,84.84,441.0,okra
19.84,81.93,262.5,wheat
21.27,40.31,284.4,chickpea
22.04,87.33,693.3,arhar
12.02,84.63,291.4,barley
20.78,63.27,378.9,wheat
19.91,88.35,234.7,wheat
33.26,80.22,1528.9,sugarcane
16.88,47.38,154.6,chickpea
23.38,44.66,94.7,mustard
29.63,45.96,740.3,maize
23.19,68.81,95.1,cucumber
31.35,48.61,657.1,jowar
19.19,70.14,281.1,potato
21.4,53.26,84.0,chickpea
20.93,52.41,164.0,wheat
15.01,74.01,266.5,barley
26.95,68.04,479.5,bajra
30.24,68.78,597.7,bajra
32.5,51.55,144.8,watermelon
29.15,45.33,813.0,groundnut
26.69,72.77,746.6,okra
21.05,89.87,359.0,sunflower
23.76,84.91,457.4,sunflower
19.89,58.72,277.6,mustard
25.37,57.71,177.9,watermelon
31.85,51.31,359.8,bajra
29.86,49.85,365.5,sunflower
17.16,41.81,185.4,potato
12.45,47.92,316.9,peas
25.02,64.06,849.4,groundnut
15.95,44.41,148.7,chickpea
29.78,45.16,741.6,jowar
27.53,84.12,1661.6,rice
27.62,69.24,639.7,groundnut
23.78,49.58,77.6,cucumber
12.97,63.43,135.3,wheat
19.54,72.96,166.8,chickpea
21.03,69.79,494.0,sunflower
28.97,48.54,579.8,sunflower
27.71,82.07,62.7,cucumber
31.67,50.42,182.4,watermelon
31.66,80.32,135.9,watermelon
16.88,72.17,160.6,potato
25.76,88.53,658.1,arhar
10.45,71.83,207.2,wheat
28.77,63.56,597.1,jowar
19.27,65.92,348.1,wheat
25.33,45.39,726.9,cotton
15.08,51.82,157.3,barley
25.68,89.17,1303.1,rice
27.94,65.39,571.5,bajra
29.67,50.44,167.6,watermelon
31.37,89.73,520.8,bajra
28.07,67.24,1098.5,rice
29.41,41.53,922.9,rice
24.34,75.06,794.6,maize
30.85,76.78,715.1,okra
23.48,72.32,519.3,maize
11.05,88.57,231.0,peas
28.3,81.69,469.9,jowar
26.46,79.31,423.0,jowar
26.69,49.85,1783.8,sugarcane
29.23,49.92,571.7,jowar
26.43,89.27,102.9,watermelon
28.54,68.7,746.3,cotton
25.57,81.74,86.6,cucumber
29.7,48.66,1598.6,rice
27.18,57.99,751.0,jowar
28.39,45.12,108.4,watermelon
28.14,83.83,600.0,groundnut
27.97,69.14,137.9,cucumber
29.09,71.12,626.6,maize
13.02,45.59,100.1,mustard
26.96,42.04,738.1,groundnut
27.53,40.18,448.4,jowar
25.89,78.37,937.7,arhar
21.65,53.18,287.6,chickpea
26.66,81.55,173.4,cucumber
16.44,65.26,218.5,peas
24.19,45.24,850.3,cotton
20.14,71.75,522.5,sunflower
32.33,55.66,339.0,bajra
28.86,75.2,690.2,arhar
29.55,62.89,1149.5,rice
24.75,48.76,927.5,arhar
24.26,74.05,138.9,cucumber
32.99,74.89,414.9,moong
31.05,82.41,534.2,jowar
29.42,80.19,1716.4,rice
29.25,61.2,172.5,watermelon
27.31,43.55,967.6,rice
15.89,59.43,164.9,chickpea
28.82,41.82,677.6,soybean
21.03,59.46,670.3,maize
27.02,73.29,736.8,soybean
15.55,44.18,128.6,wheat
25.94,42.78,546.5,groundnut
24.76,80.85,614.0,cotton
21.45,74.88,418.6,sunflower
29.82,52.47,341.6,sunflower
25.0,52.07,1569.6,rice
29.57,85.48,609.2,arhar
28.8,66.48,166.0,cucumber
14.53,78.39,289.7,peas
12.79,47.15,154.1,barley
28.74,51.88,987.0,arhar
29.83,62.62,657.0,okra
22.71,71.29,566.3,maize
33.57,64.17,388.2,moong
16.49,58.89,368.4,potato
30.81,80.99,498.1,jowar
23.13,58.14,129.6,cucumber
30.72,67.57,457.7,bajra
28.98,45.17,221.8,cucumber
27.97,52.95,1387.4,rice
18.95,60.69,261.0,chickpea
22.7,50.39,65.8,cucumber
21.74,40.23,815.4,arhar
34.38,50.96,1331.0,sugarcane
26.35,84.05,141.0,watermelon
30.63,42.78,573.9,jowar
18.05,43.3,214.9,potato
28.31,85.52,808.1,groundnut
28.92,57.05,684.2,jowar
20.26,44.27,230.1,barley
21.11,84.93,949.4,arhar
34.09,61.53,314.9,okra
26.18,45.93,57.7,watermelon
27.98,79.67,865.9,cotton
13.95,64.21,235.0,potato
23.84,48.63,637.9,arhar
19.73,71.42,179.2,potato
24.89,78.08,814.2,maize
26.73,83.09,306.6,bajra
31.54,47.51,215.2,cucumber
34.47,79.23,464.7,moong
28.28,61.88,173.2,watermelon
33.34,44.46,483.6,bajra
11.5,73.14,225.8,wheat
28.86,85.27,360.4,bajra
27.91,41.98,909.5,rice
28.03,71.87,775.3,groundnut
26.69,85.57,135.0,watermelon
28.98,73.52,1173.0,rice
10.51,43.11,308.5,wheat
24.93,86.8,311.3,sunflower
29.21,52.27,755.8,groundnut
16.03,45.08,122.9,wheat
34.47,63.29,545.6,moong
12.55,88.02,196.7,wheat
34.85,42.01,459.4,bajra
10.12,73.83,284.4,peas
10.79,87.12,245.4,wheat
24.62,60.15,743.9,soybean
28.08,63.6,865.6,arhar
26.82,63.06,346.6,sunflower
22.25,78.79,836.8,maize
27.83,45.6,774.1,groundnut
26.56,42.81,1683.0,rice
27.58,44.92,597.0,groundnut
27.71,55.15,542.7,groundnut
16.87,58.05,280.5,peas
19.37,52.86,237.2,potato
18.28,66.63,297.4,potato
20.49,60.09,272.0,chickpea
28.15,83.31,629.7,cotton
23.32,78.96,305.7,sunflower
31.34,53.44,418.5,moong
19.44,46.82,96.0,mustard
34.71,75.81,327.4,bajra
27.32,67.54,855.0,cotton
25.93,63.69,921.3,rice
32.91,77.19,951.7,cotton
27.91,79.44,984.5,rice
26.75,41.4,1106.6,rice
28.81,47.45,452.1,jowar
25.48,79.55,452.0,okra
30.32,48.39,344.5,bajra
22.87,41.24,633.8,arhar
29.76,46.83,700.1,maize
28.77,48.02,998.5,arhar
31.41,78.92,477.4,moong
19.78,64.59,272.0,potato
14.43,53.48,359.5,potato
25.59,85.28,639.1,cotton
26.9,48.05,502.8,okra
15.56,43.94,364.9,potato
29.28,46.12,706.6,cotton
28.32,88.35,1135.7,sugarcane
31.85,41.08,758.9,jowar
26.49,60.69,383.9,bajra
25.19,40.62,546.4,sunflower
28.57,42.14,609.4,maize
25.71,46.36,617.0,groundnut
21.7,58.42,557.1,sunflower
30.04,73.99,1634.1,sugarcane
19.08,54.71,253.3,mustard
29.08,71.5,392.3,bajra
28.01,52.62,606.3,arhar
28.03,69.38,71.3,cucumber
23.84,44.05,173.5,cucumber
22.95,64.37,126.5,cucumber
25.54,81.77,621.6,soybean
21.64,65.58,851.0,maize
28.93,89.35,578.7,moong
23.3,56.07,172.6,mustard
14.24,76.44,355.2,peas
31.94,66.74,317.4,bajra
28.26,54.7,726.5,jowar
25.79,66.41,1225.5,sugarcane
17.24,77.62,220.8,barley
22.52,83.46,214.1,mustard
16.17,85.56,388.8,peas
24.18,60.63,579.7,maize
31.72,45.93,379.6,bajra
26.49,59.36,518.3,moong
20.55,64.9,439.3,sunflower
34.72,52.02,66.2,watermelon
28.22,87.43,405.7,bajra
28.7,66.05,329.2,bajra
32.39,58.07,524.8,okra
28.55,73.05,570.7,sunflower
28.92,48.09,560.1,groundnut
21.81,44.91,472.3,sunflower
14.34,78.67,223.4,potato
17.65,88.35,104.8,barley
24.36,48.42,776.3,okra
26.62,74.84,368.2,moong
32.38,77.74,748.2,cotton
31.95,88.01,1236.0,sugarcane
25.98,86.63,603.7,cotton
25.53,86.81,706.9,cotton
17.5,76.62,212.2,peas
16.06,46.66,361.9,peas
25.2,89.35,628.8,okra
29.83,73.58,768.5,jowar
26.4,52.82,326.4,bajra
21.75,47.0,351.7,sunflower
25.9,82.36,1704.2,rice
28.37,62.81,335.0,bajra
30.23,55.27,453.9,moong
29.03,63.23,593.9,bajra
25.66,67.61,667.9,soybean
26.76,54.49,919.3,rice
11.66,84.99,130.8,mustard
30.8,70.18,403.3,jowar
32.84,87.81,475.2,bajra
22.53,88.95,238.9,cucumber
33.46,64.91,581.8,okra
32.58,56.28,1270.8,sugarcane
21.02,80.59,369.3,wheat
26.27,73.45,456.9,moong
23.24,49.28,477.2,sunflower
22.96,87.43,613.1,soybean
27.82,50.4,1526.3,sugarcane
12.61,89.74,257.4,barley
13.46,57.49,133.3,barley
18.72,51.13,150.8,potato
31.96,79.83,736.8,jowar
13.27,77.06,99.3,mustard
29.12,78.86,606.6,okra
31.06,58.61,588.2,okra
27.19,43.36,736.7,groundnut
25.64,75.58,1309.2,rice
27.86,67.5,954.5,cotton
27.81,52.43,612.9,cotton
22.74,80.4,146.5,chickpea
16.98,41.53,289.0,chickpea
17.03,63.27,79.2,mustard
11.03,53.42,272.1,mustard
21.52,48.75,202.1,mustard
29.3,74.76,764.3,groundnut
33.05,76.72,1768.4,sugarcane
32.91,53.23,749.1,cotton
24.91,56.85,135.1,chickpea
33.91,61.44,661.0,okra
20.01,80.86,125.7,barley
30.74,45.56,332.5,okra
26.22,50.6,786.0,maize
10.91,75.23,140.3,mustard
18.67,84.87,272.9,chickpea
18.94,70.92,193.6,chickpea
20.28,66.2,233.8,chickpea
28.17,53.47,314.9,bajra
26.05,72.63,434.6,bajra
13.93,89.59,289.3,barley
34.84,74.24,452.4,okra
28.77,71.28,878.1,groundnut
15.68,68.71,333.4,potato
27.3,82.0,439.7,moong
24.88,74.37,318.0,sunflower
15.52,77.85,259.8,potato
30.11,41.52,523.3,jowar
24.48,89.85,578.3,okra
24.92,53.96,227.5,cucumber
16.3,66.88,223.8,peas
28.33,50.04,726.8,jowar
28.14,81.93,490.0,jowar
21.9,73.56,171.2,mustard
14.55,79.84,181.6,wheat
32.98,76.29,544.2,bajra
33.12,72.23,56.5,watermelon
26.56,78.83,780.5,groundnut
27.06,58.4,719.6,groundnut
18.95,75.83,272.4,potato
23.33,70.88,116.2,chickpea
21.1,64.4,68.9,mustard
29.76,67.27,696.3,maize
27.37,61.83,823.6,groundnut
14.98,55.56,298.4,potato
23.16,75.91,787.4,maize
28.42,84.65,756.5,okra
28.65,87.84,638.1,jowar
27.72,60.51,864.7,groundnut
28.91,42.66,583.4,okra
17.95,74.09,147.3,wheat
26.04,66.11,524.3,maize
28.36,85.06,533.5,groundnut
21.48,82.88,142.6,chickpea
33.63,42.01,1336.0,sugarcane
21.62,40.88,298.6,wheat
29.75,45.99,834.0,soybean
24.62,49.34,813.8,cotton
31.15,44.23,367.4,bajra
25.81,52.98,581.0,groundnut
28.25,48.83,185.8,watermelon
26.68,50.66,113.3,watermelon
19.61,82.22,260.4,barley
19.8,84.82,130.0,wheat
29.63,42.66,588.3,jowar
28.24,72.72,617.7,jowar
33.99,86.26,553.9,bajra
25.53,82.09,1505.8,rice
24.98,65.05,182.2,cucumber
28.12,84.6,692.9,cotton
27.84,84.56,479.4,bajra
26.6,81.9,868.2,soybean
27.1,53.18,348.3,sunflower
22.82,42.63,660.7,soybean
20.6,56.63,507.6,sunflower
26.58,57.22,835.8,cotton
28.84,62.85,846.0,groundnut
28.7,76.41,213.5,cucumber
28.59,86.28,960.1,arhar
21.09,47.81,336.3,sunflower
27.56,82.15,512.8,sunflower
25.15,66.81,687.3,soybean
30.89,74.21,181.0,watermelon
31.27,67.06,86.0,watermelon
26.15,81.8,147.1,watermelon
15.49,46.9,373.6,wheat
25.7,76.15,833.1,arhar
28.43,69.43,522.8,moong
10.74,49.83,141.7,barley
28.82,76.26,679.4,okra
32.97,48.06,418.1,moong
31.86,67.56,231.6,cucumber
26.2,48.13,935.0,arhar
10.64,67.84,243.4,barley
23.27,88.5,664.2,soybean
28.15,47.93,710.7,jowar
30.78,50.47,125.1,cucumber
25.05,87.65,683.3,groundnut
27.01,89.1,1593.5,rice
24.04,68.97,300.3,sunflower
27.97,47.05,592.4,okra
13.53,79.78,160.9,barley
22.84,40.19,611.0,maize
26.32,65.43,470.1,jowar
15.04,58.54,120.5,chickpea
26.69,65.27,361.9,sunflower
12.62,72.94,256.2,barley
27.36,82.19,512.2,maize
27.52,59.6,1357.9,sugarcane
32.01,66.78,569.0,bajra
33.13,63.46,411.1,bajra
17.54,83.58,146.5,barley
19.68,57.84,290.8,chickpea
13.18,65.0,325.0,potato
11.95,64.98,262.5,peas
25.93,81.6,951.6,arhar
27.71,42.15,600.4,jowar
28.45,68.75,313.1,bajra
27.29,61.73,618.4,jowar
24.43,44.41,903.2,soybean
26.5,52.62,907.6,rice
21.11,79.98,224.3,mustard
23.8,80.55,686.4,soybean
29.78,42.12,630.8,arhar
29.2,53.2,753.7,arhar
15.92,65.77,290.0,chickpea
21.95,40.4,711.9,arhar
19.21,86.46,153.1,chickpea
27.7,84.15,1448.9,sugarcane
24.67,76.43,592.1,sunflower
19.22,70.95,83.8,chickpea
28.32,68.0,656.6,jowar
28.56,79.72,774.3,jowar
16.96,42.85,305.0,wheat
24.54,83.74,165.5,cucumber
12.71,47.81,286.0,wheat
16.46,51.85,276.7,chickpea
19.37,42.4,366.5,potato
34.9,83.15,1424.4,sugarcane
31.54,79.01,408.9,moong
25.03,59.08,374.2,moong
18.05,59.44,157.7,barley
29.76,69.13,453.8,okra
28.17,69.93,80.3,watermelon
21.16,48.93,80.4,barley
22.36,77.29,88.9,mustard
10.16,82.73,152.8,mustard
30.25,80.96,553.5,jowar
16.52,45.32,225.0,potato
30.31,76.11,405.1,moong
12.14,64.87,243.4,barley
26.6,63.06,107.6,watermelon
22.07,51.7,950.6,soybean
29.33,58.47,538.5,groundnut
17.2,44.05,123.0,mustard
30.44,63.87,508.1,okra
27.5,48.1,772.2,arhar
24.21,66.42,500.3,maize
14.29,81.74,88.6,barley
30.48,88.31,1794.1,sugarcane
28.84,53.78,516.0,sunflower
34.74,40.4,1261.0,sugarcane
19.21,71.04,292.9,potato
26.05,65.27,1617.1,sugarcane
34.8,57.45,359.8,okra
31.06,49.06,564.0,bajra
28.46,54.14,357.3,moong
23.2,69.78,207.9,mustard
25.43,72.38,651.0,maize
23.75,73.42,242.2,cucumber
23.44,76.37,491.6,sunflower
19.4,56.03,178.3,chickpea
20.22,52.16,179.5,chickpea
29.28,53.24,873.2,groundnut
33.49,64.97,1648.7,sugarcane
30.59,52.82,532.6,okra
12.38,84.77,268.1,peas
28.96,52.57,693.4,cotton
27.07,42.43,772.6,soybean
21.63,55.14,417.7,sunflower
28.89,70.68,507.1,jowar
26.47,71.62,440.4,moong
20.57,85.37,468.3,sunflower
29.64,62.37,744.4,groundnut
27.51,72.41,426.0,moong
25.04,74.4,1530.6,sugarcane
29.0,62.63,732.6,cotton
29.98,87.61,773.0,cotton
15.42,64.83,393.3,potato
29.21,66.97,961.4,soybean
23.59,59.11,161.7,mustard
17.43,84.96,289.9,mustard
32.59,50.55,580.6,moong
12.6,75.73,244.3,peas
27.57,63.39,504.8,sunflower
28.8,61.81,577.4,moong
27.69,79.1,1240.2,rice
25.15,54.41,71.9,watermelon
28.3,46.97,375.2,bajra
13.11,78.68,327.1,peas
14.57,49.89,158.0,peas
10.43,62.04,236.5,peas
20.58,42.56,788.9,arhar
24.75,54.12,890.5,cotton
27.27,61.22,1249.9,sugarcane
20.85,58.5,134.4,mustard
19.44,44.95,140.0,barley
28.53,86.68,563.4,jowar
19.68,58.46,360.5,potato
25.52,63.85,990.1,rice
18.7,46.1,263.0,chickpea
26.3,66.81,726.5,soybean
11.29,51.22,221.8,peas
28.08,72.88,798.3,jowar
30.69,41.55,73.1,watermelon
26.22,75.21,400.2,jowar
25.12,89.63,1674.0,rice
34.45,77.7,419.0,moong
23.65,70.54,512.0,sunflower
18.62,89.4,158.5,potato
27.23,76.48,864.2,groundnut
29.18,45.68,829.5,cotton
15.16,72.07,250.0,peas
31.73,61.73,89.8,watermelon
24.84,44.11,289.7,mustard
13.61,46.74,318.0,wheat
28.08,56.41,977.1,soybean
25.39,66.28,162.7,cucumber
28.08,68.39,521.7,groundnut
15.68,62.22,135.1,mustard
29.35,50.76,522.9,sunflower
14.98,58.97,117.6,barley
28.91,67.62,154.9,cucumber
13.45,74.66,265.3,potato
28.73,77.47,444.4,bajra
25.99,53.48,140.1,cucumber
31.3,51.84,149.7,watermelon
26.13,81.19,666.5,arhar
25.89,79.81,451.2,moong
29.7,81.38,111.9,watermelon
25.46,71.02,61.1,watermelon
27.32,69.19,341.7,sunflower
33.46,67.85,1709.7,sugarcane
24.8,42.63,936.4,arhar
31.01,65.92,306.9,bajra
34.31,82.6,498.1,okra
26.34,55.34,1194.5,rice
24.81,82.37,1587.4,rice
27.71,73.09,794.7,jowar
25.93,62.12,68.3,watermelon
12.69,68.24,291.8,barley
22.17,63.14,836.0,maize
29.42,50.87,742.6,soybean
23.1,76.68,204.9,cucumber
24.01,69.8,318.5,okra
18.95,41.37,132.8,chickpea
22.28,89.56,140.8,cucumber
29.88,67.15,1519.4,rice
21.3,73.33,113.3,barley
18.16,85.05,257.1,wheat
25.86,41.71,415.3,bajra
23.58,70.95,287.3,chickpea
15.3,81.74,298.2,barley
25.77,76.25,331.0,bajra
26.72,57.23,137.6,cucumber
27.66,67.29,346.5,sunflower
28.07,48.66,1614.4,sugarcane
12.36,66.9,225.4,potato
26.7,55.66,956.7,rice
30.82,72.06,737.3,jowar
19.88,56.13,130.8,chickpea
20.24,64.62,385.0,sunflower
11.44,87.67,302.2,wheat
17.57,52.28,375.8,wheat
26.89,70.69,1771.7,sugarcane
32.7,74.06,312.3,bajra
30.15,59.32,103.1,watermelon
19.63,46.89,227.6,mustard
29.02,50.41,610.3,arhar
30.9,86.12,630.6,okra
22.9,58.19,183.7,mustard
20.3,46.72,188.3,wheat
26.54,89.84,842.0,soybean
15.19,43.88,384.2,peas
29.09,88.15,1767.7,sugarcane
23.15,51.63,247.2,mustard
31.84,60.26,129.9,cucumber
18.46,70.8,165.4,wheat
26.91,57.84,1211.5,rice
29.05,57.81,508.4,jowar
26.31,57.48,742.1,maize
22.22,86.87,869.4,arhar
30.04,82.12,412.9,okra
27.18,47.44,507.6,groundnut
15.3,44.28,183.6,barley
28.76,78.4,566.0,moong
28.65,74.96,654.0,jowar
27.56,59.68,1053.3,rice
18.72,48.17,207.4,potato
14.91,65.46,180.8,barley
26.65,41.94,447.6,moong
29.89,55.27,568.1,maize
27.48,54.28,738.9,arhar
16.3,68.79,295.2,potato
27.55,70.31,604.8,maize
25.68,77.72,450.4,sunflower
14.05,70.84,265.4,mustard
24.51,77.65,669.7,soybean
13.95,67.58,339.0,peas
16.78,41.56,114.5,chickpea
26.34,61.3,1352.0,sugarcane
29.86,75.77,447.4,bajra
22.05,44.86,654.2,soybean
12.74,52.24,385.9,peas
22.11,86.07,199.1,cucumber
21.53,66.95,481.8,sunflower
26.85,60.56,518.4,bajra
14.66,61.05,383.4,wheat
23.59,52.87,114.3,chickpea
26.58,66.55,643.8,maize
29.33,44.48,641.2,groundnut
34.37,84.77,500.9,bajra
21.99,64.92,419.7,sunflower
28.85,65.93,1405.2,rice
13.7,60.21,251.6,peas
24.24,76.79,943.1,arhar
27.55,40.44,379.9,moong
28.83,54.43,689.8,soybean
34.7,80.78,577.6,bajra
32.96,69.23,312.0,bajra
24.38,89.57,249.6,chickpea
30.75,84.11,202.6,cucumber
32.45,53.44,113.8,watermelon
28.54,61.73,528.1,moong
24.14,40.95,179.4,cucumber
28.62,87.12,493.1,bajra
31.68,40.94,558.6,jowar
15.72,68.98,376.1,potato
31.18,62.55,720.9,okra
28.57,40.11,1300.8,rice
20.13,81.13,250.9,chickpea
15.3,75.14,238.6,mustard
25.0,56.08,712.0,soybean
29.67,51.32,58.9,watermelon
17.68,87.62,123.1,chickpea
29.05,46.08,762.4,jowar
32.49,65.05,457.8,bajra
22.41,43.78,218.2,chickpea
31.63,63.33,1361.3,sugarcane
33.93,55.59,791.8,okra
28.37,87.21,757.3,groundnut
11.64,57.58,111.7,barley
19.28,49.96,292.9,potato
13.82,50.34,165.0,barley
28.71,86.81,797.6,okra
32.64,86.36,162.7,watermelon
27.93,63.89,659.6,soybean
29.23,59.54,402.1,jowar
31.56,82.5,96.7,cucumber
10.02,40.11,194.8,peas
34.0,73.16,475.8,moong
13.25,44.06,295.6,peas
28.17,44.87,466.9,okra
28.94,40.49,1248.1,sugarcane
27.45,57.4,706.0,maize
26.78,60.73,627.8,okra
11.51,78.2,165.6,mustard
23.11,71.55,555.9,sunflower
32.18,52.5,1737.3,sugarcane
30.68,84.21,426.7,bajra
28.18,81.18,671.8,groundnut
19.37,50.88,285.9,potato
15.03,50.92,259.3,peas
26.93,88.61,730.4,jowar
33.38,49.26,419.5,okra
12.46,54.76,377.5,wheat
25.54,55.59,1574.9,sugarcane
26.34,89.79,628.7,groundnut
29.24,43.07,374.7,okra
27.01,71.0,55.6,watermelon
24.19,46.91,550.1,maize
16.32,43.65,318.5,potato
14.76,88.53,278.9,potato
29.06,71.16,874.4,arhar
16.17,63.36,279.9,mustard
28.47,83.56,599.5,moong
24.88,78.23,110.8,cucumber
29.34,62.83,127.0,watermelon
31.5,47.5,617.2,cotton
21.81,84.89,289.7,chickpea
10.14,80.32,247.0,barley
28.0,74.98,970.2,cotton
26.75,53.46,1393.2,rice
29.47,50.65,1583.2,rice
32.93,75.29,1401.9,sugarcane
34.78,67.92,91.9,watermelon
34.55,74.21,515.0,moong
31.73,46.66,776.9,cotton
29.56,71.49,697.4,cotton
29.3,82.55,711.1,cotton
10.34,68.48,380.5,peas
26.37,50.53,710.9,cotton
29.8,85.64,578.3,bajra
34.4,64.74,599.3,okra
23.38,75.4,849.6,maize
18.95,76.41,261.2,mustard
27.14,65.49,608.7,jowar
29.56,51.72,622.9,groundnut
33.39,42.67,579.3,moong
25.9,47.6,833.2,maize
22.55,79.49,846.7,maize
18.96,54.66,283.3,wheat
29.8,62.5,755.9,soybean
26.04,85.35,867.1,maize
27.47,77.62,230.1,cucumber
23.62,56.6,217.9,chickpea
25.9,45.64,659.7,okra
27.42,51.19,973.6,rice
21.22,87.14,283.6,chickpea
27.71,46.26,890.5,groundnut
29.15,41.77,524.3,maize
30.31,54.09,723.2,okra
30.48,59.13,673.0,jowar
26.32,61.05,1069.2,rice
28.96,60.72,389.8,moong
10.74,57.21,248.0,peas
31.24,79.77,157.6,watermelon
29.36,88.14,1462.5,sugarcane
20.81,70.54,910.8,arhar
31.36,41.32,202.3,cucumber
30.25,84.51,1774.7,sugarcane
23.65,52.98,258.4,mustard
34.34,71.92,372.6,bajra
25.04,41.0,391.6,bajra
20.23,65.6,757.5,arhar
19.29,64.54,175.7,potato
20.69,88.37,515.5,sunflower
13.6,87.78,361.7,wheat
26.53,81.37,483.5,jowar
15.99,50.74,283.9,wheat
13.23,80.62,234.7,barley
21.02,76.61,100.5,chickpea
29.42,57.79,997.3,arhar
